Business Name,Business Startdate,City,State,Street Direction,Street Name,Street Number,Street Suffix,Zip,Business Class,Reason for Applying,Latitude,Longitude,Location
INSULATING SERVICES INC,03/15/2013,CHATTANOOGA,TN,,VARIOUS LOCATIONS,,,37402,,1 - New Business,,,
LOOKOUT INTERIORS,11/16/2010,CHATTANOOGA,TN,,CUMMINGS,2917,HWY,37419,,1 - New Business,35.02083909,-85.364325607,"(35.02083909, -85.364325607)"
"DESHLER MECHANICAL CONTRACTORS, INC",01/06/2015,CHATTANOOGA,TN,,VARIOUS LOCATIONS,,DR,37402,,1 - New Business,,,
COMMERCIAL INSTALLATION & CONSTRUCTION,01/06/2015,CHATTANOOGA,TN,,VARIOUS LOCATIONS,,,37402,,1 - New Business,,,
HARDEE'S-SHALLOWFORD,01/01/2000,CHATTANOOGA,TN,,SHALLOWFORD,6013,RD,37421,,1 - New Business,35.054241172,-85.1865621969999,"(35.054241172, -85.1865621969999)"
FAULKNER SIGNS,09/27/1982,CHATTANOOGA,TN,,SUNBEAM,5113,AVE,37411,,1 - New Business,35.010787056,-85.225483126,"(35.010787056, -85.225483126)"
"BLACK KNIGHT DEVELOPMENT, INC",06/16/2015,CHATTANOOGA,TN,,VARIOUS LOCATIONS,,,37402,,1 - New Business,,,
HAMILTON GLASS COMPANY,09/01/1987,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,37402,,1 - New Business,,,
JIGY MONICA'S FITNESS STUDIO,02/11/2013,CHATTANOOGA,TN,,ASHLAND,739,TER,37415,,1 - New Business,35.1165186630001,-85.27472188,"(35.1165186630001, -85.27472188)"
GLOVER CONSTRUCTION,03/05/2003,CHATTANOOGA,TN,,MORRIS HILL,1907,RD,37421,,1 - New Business,35.017638188,-85.126642601,"(35.017638188, -85.126642601)"
JIREH ENTERPRISE,08/14/2015,CHATTANOOGA,TN,N,GERMANTOWN,504,ROAD,37411,,1 - New Business,,,
JENKINS BRICK CO,02/01/2011,CHATTANOOGA,TN,,JERSEY,4130,PIKE,37421,,1 - New Business,35.060681824,-85.193953945,"(35.060681824, -85.193953945)"
JOES AUTO GLASS 2,01/16/2006,CHATTANOOGA,TN,,BONNY OAKS,4274,DR,37406,,1 - New Business,35.080690422,-85.213657825,"(35.080690422, -85.213657825)"
CLIFTON HILL CLEANERS,07/21/1994,CHATTANOOGA,TN,,ROSSVILLE,3710,BLVD,37407,,1 - New Business,35.0006259420001,-85.291642628,"(35.0006259420001, -85.291642628)"
O REILLY AUTO PARTS #2009,05/17/2008,CHATTANOOGA,TN,,HIGHWAY 58,5005,,37416,,1 - New Business,35.0944768000001,-85.1777934949999,"(35.0944768000001, -85.1777934949999)"
DSI STRUCTURES LLC,11/14/2014,CHATTANOOGA,TN,,VARIOUS LOCATIONS,,DR,37402,,1 - New Business,,,
INSTANT JEWELRY REPAIRS,07/01/2013,CHATTANOOGA,TN,,HAMILTON PLACE,2100,BLVD,37421,,1 - New Business,35.0345349300001,-85.158710836,"(35.0345349300001, -85.158710836)"
ROYAL ENVY DANCE FACTORY,03/23/2015,CHATTANOOGA,TN,,BONNY OAKS,4715,DR,37416,,1 - New Business,35.0765018270001,-85.195936925,"(35.0765018270001, -85.195936925)"
ZIGGY'S LIQUOR STORE,05/01/2012,CHATTANOOGA,TN,,CHEROKEE,607,BLVD,37405,,1 - New Business,35.0697963580001,-85.317542628,"(35.0697963580001, -85.317542628)"
"PRATT HOMEBUILDERS II, LLC",01/01/2013,CHATTANOOGA,TN,,HAMM,179,RD,37405,,1 - New Business,35.0559820670001,-85.327785251,"(35.0559820670001, -85.327785251)"
C & Y CHEMICAL CO INC,06/11/1984,CHATTANOOGA,TN,,AIRWAYS,6141,BLVD,37421,,1 - New Business,35.0325574840001,-85.189066478,"(35.0325574840001, -85.189066478)"
SUMMIT VIEW,10/02/1989,CHATTANOOGA,TN,,RUNYAN,825,DR,37405,,1 - New Business,35.101700228,-85.321295022,"(35.101700228, -85.321295022)"
HARVEST OF PROSPERITY LLC,06/20/2012,CHATTANOOGA,TN,,VANCE,6110,RD,37421,,1 - New Business,35.0357501730001,-85.191054459,"(35.0357501730001, -85.191054459)"
MR HAPPY,04/01/2008,CHATTANOOGA,TN,,BRAINERD,3235,RD,37411,,1 - New Business,35.0272541410001,-85.2537365749999,"(35.0272541410001, -85.2537365749999)"
CLEAN 4 ME LLC,01/25/2013,CHATTANOOGA,TN,,HILLSDALE,4846,CIR,37416,,1 - New Business,,,
AMERICAN FREIGHT OF TENNESSEE INC,09/10/2007,CHATTANOOGA,TN,,PERIMETER,6242,DR,37421,,1 - New Business,35.0276476330001,-85.181218244,"(35.0276476330001, -85.181218244)"
S & H TRUCKING INC,02/01/2002,CHATTANOOGA,TN,E,36TH,1409,ST,37407,,1 - New Business,,,
THE WINE SHOP,03/01/2013,CHATTANOOGA,TN,,LONG,1515,ST,37408,,1 - New Business,35.036196494,-85.308579889,"(35.036196494, -85.308579889)"
1015 CONSULTING,03/26/2012,CHATTANOOGA,TN,E,DALLAS,1015,RD,37405,,1 - New Business,,,
MRS TAYLOR PSYCHIC READING,06/21/1999,CHATTANOOGA,TN,,BRAINERD,4919,RD,37411,,1 - New Business,35.01283662,-85.2273700919999,"(35.01283662, -85.2273700919999)"
MUNICIPAL CITATION SOLUTIONS LLC,08/01/2011,CHATTANOOGA,TN,,CHESTNUT,633,ST,37450,,1 - New Business,35.048682721,-85.3118364699999,"(35.048682721, -85.3118364699999)"
MENIKINI-US,01/01/2014,CHATTANOOGA,TN,S,ORCHARD KNOB,2805,AVE,37407,,1 - New Business,,,
BLOCKBUSTER VIDEO #47005,12/23/1994,CHATTANOOGA,TN,,GUNBARREL,2114,RD,37421,,1 - New Business,35.0330358510001,-85.1533268049999,"(35.0330358510001, -85.1533268049999)"
SWANSON HOWARD,08/03/2006,CHATTANOOGA,TN,,VARIOUS LOCATIONS,999,,37402,,1 - New Business,,,
GREENE'S FINISH LINE CAR WASH LLC,04/20/2007,HIXSON,TN,,HIXSON,4717,PIKE,37343-4818,,1 - New Business,35.1250741910001,-85.24804247,"(35.1250741910001, -85.24804247)"
BERKEL & CO CONTRACTORS INC,10/01/2007,CHATTANOOGA,TN,,VARIOUS LOCATIONS,999,,37402,,1 - New Business,,,
DURAL USA,07/01/2011,CHATTANOOGA,TN,,DUNCAN,1080,AVE,37404,,1 - New Business,35.0393183040001,-85.2872530509999,"(35.0393183040001, -85.2872530509999)"
"TOTAL CONSTRUCTION, LLC",02/09/2015,CHATTANOOGA,TN,,VARIOUS LOCATIONS,,DR,37402,,1 - New Business,,,
AIRNET GROUP INC,07/01/2002,CHATTANOOGA,TN,,BROAD,801,ST,37402,,1 - New Business,35.046939093,-85.31081927,"(35.046939093, -85.31081927)"
"CARROS METAL CONCEPTS, INC.",03/31/2015,CHATTANOOGA,TN,,VARIOUS LOCATIONS,,,37402,,1 - New Business,,,
SQUIRREL LOT,07/01/2013,CHATTANOOGA,TN,,ROSSVILLE,1400,AVE,37408,,1 - New Business,,,
KIDS R KIDS #3TN,05/22/2007,HIXSON,TN,,BIG RIDGE,6863,RD,37343,,1 - New Business,35.153950351,-85.197623918,"(35.153950351, -85.197623918)"
PROMETHEUS MARKETING & MANAGEMENT INC,10/15/2013,CHATTANOOGA,TN,,HWY 58,5113,,37416,,1 - New Business,35.0972337320001,-85.1733745609999,"(35.0972337320001, -85.1733745609999)"
FAST STOP,12/06/2006,CHATTANOOGA,TN,,WILCOX,2285,BLVD,37406,,1 - New Business,35.053270115,-85.2609251649999,"(35.053270115, -85.2609251649999)"
M H S,02/25/2014,CHATTANOOGA,TN,,SHADY RIDGE,208,LN,37405,,1 - New Business,35.067682921,-85.306818388,"(35.067682921, -85.306818388)"
REDBOX AUTOMATED RETAIL LLC,09/26/2008,CHATTANOOGA,TN,E,BRAINERD,8700,RD,37421,,1 - New Business,,,
BAVARIAN AUTO INC,01/20/1992,CHATTANOOGA,TN,,ENTERPRISE PARK,6150,DR,37416,,1 - New Business,35.0717196800001,-85.1896401,"(35.0717196800001, -85.1896401)"
"TAMKO 4, INC.",06/01/2015,CHATTANOOGA,TN,,ENTERPRISE PARK,6101,DR,37416,,1 - New Business,35.072987804,-85.1898393449999,"(35.072987804, -85.1898393449999)"
THE MARKET AT 23RD LLC,02/01/2015,CHATTANOOGA,TN,,DODDS,2122,AVE,37404,,1 - New Business,35.0157967500001,-85.273206165,"(35.0157967500001, -85.273206165)"
IVAL GOLDSTEIN PROPERTIES INC,07/01/2007,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,37402,,1 - New Business,,,
ADVANCED PLASTICS INC,03/27/2003,OOLTEWAH,TN,,TRANSPORT,8928,LN,37363-6502,,1 - New Business,35.1041202860001,-85.0536727799999,"(35.1041202860001, -85.0536727799999)"
ETHAN GOODOWENS CONSTRUCTION,11/18/2013,CHATTANOOGA,TN,,O GRADY,906,DR,37419,,1 - New Business,35.0499382360001,-85.3543051789999,"(35.0499382360001, -85.3543051789999)"
PREMIERE STUDIO ENTERTAINMENT,07/01/2013,CHATTANOOGA,TN,,DODDS,1307,AVE,37404,,1 - New Business,35.023878806,-85.2687595199999,"(35.023878806, -85.2687595199999)"
SALON EAJ INC,10/01/2011,CHATTANOOGA,TN,E,BRAINERD,7429,RD,37421,,1 - New Business,,,
OAKWOOD LANDSCAPE INC,10/08/2007,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,37402,,1 - New Business,,,
BAKED IN CHATTANOOGA,11/01/2012,CHATTANOOGA,TN,,RIVER,149,ST,37405,,1 - New Business,35.0622423940001,-85.3079030499999,"(35.0622423940001, -85.3079030499999)"
SEARS HOME IMPROVEMENT PRODUCTS INC,03/01/1999,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,37402,,1 - New Business,,,
RENT A CENTER #02136,06/14/1995,HIXSON,TN,,HIGHWAY 153,5741,,37343,,1 - New Business,35.1547168230001,-85.248834269,"(35.1547168230001, -85.248834269)"
LIKE IT SOCIAL MARKETING,10/28/2010,CHATTANOOGA,TN,,BARTON,612,AVE,37405,,1 - New Business,35.0650644720001,-85.2943347299999,"(35.0650644720001, -85.2943347299999)"
BRONZE BEACH TANNING,10/01/2010,CHATTANOOGA,TN,,HWY 58,4762,,37416,,1 - New Business,35.0882340740001,-85.1886372709999,"(35.0882340740001, -85.1886372709999)"
"MOBILE MINI, INC.",08/15/2015,CHATTANOOGA,TN,,STORAGE,2123,ST,37421,,1 - New Business,35.046356013,-85.188767432,"(35.046356013, -85.188767432)"
BRENT MERCER CONSTRUCTION INC,11/04/2004,CHATTANOOGA,TN,,VARIOUS,9999,,37402,,1 - New Business,,,
CLARK DRYWALL AND PAINTING,06/13/2011,CHATTANOOGA,TN,,NORTHLAND,4642,LN,37416,,1 - New Business,35.0892969450001,-85.1941184889999,"(35.0892969450001, -85.1941184889999)"
MRD COMMUNICATIONS,04/23/2013,CHATTANOOGA,TN,,GUNBARREL,2288,RD,37421,,1 - New Business,35.0366813150001,-85.1501846899999,"(35.0366813150001, -85.1501846899999)"
CORNER VIDEO,04/16/1997,CHATTANOOGA,TN,N,HIGHLAND PARK,600,AVE,37404,,1 - New Business,,,
LANGLEY ROOFING,05/10/2004,CHATTANOOGA,TN,,DUDLEY,9130,RD,37421,,1 - New Business,34.9996084580001,-85.149375689,"(34.9996084580001, -85.149375689)"
NA GO YA,11/16/1999,CHATTANOOGA,TN,,BRAINERD,4921,RD,37411,,1 - New Business,35.012701443,-85.227030307,"(35.012701443, -85.227030307)"
MOLCAJETE MEXICAN RESTAURANT,01/06/2014,CHATTANOOGA,TN,,PERIMETER,6231,DR,37421,,1 - New Business,35.029933473,-85.184089141,"(35.029933473, -85.184089141)"
THYSSENKRUPP SYSTEM ENGINEERING INC,03/08/2010,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,37402,,1 - New Business,,,
APPLICATION RESEARCHERS LLC,07/01/1998,CHATTANOOGA,TN,W,25TH,411,ST,37408,,1 - New Business,,,
"CRIMSON TECH, LLC",11/01/2011,LOOKOUT MOUNTAIN,TN,,FORT STEPHENSON,1301,OVAL,37350,,1 - New Business,34.9857365230001,-85.361180457,"(34.9857365230001, -85.361180457)"
CHICKEN & FISH PARADISE,08/10/2010,CHATTANOOGA,TN,,EASTWOOD,4819,DR,37416,,1 - New Business,35.0805498550001,-85.1887229279999,"(35.0805498550001, -85.1887229279999)"
MAYER ELECTRIC SUPPLY,10/13/2014,CHATTANOOGA,TN,E,11TH,799,ST,37403,,1 - New Business,,,
WALDREP CONSTRUCTION LLC,11/08/2010,CHATTANOOGA,TN,,VARIOUS,9999,,37402,,1 - New Business,,,
ROYALTY CLEANING,03/30/2015,HARRISON,TN,,SHAWN RIDGE DRIVE,8460,,37341,,1 - New Business,,,
LF DESIGN SOURCE INC,03/01/1993,CHATTANOOGA,TN,,VOLUNTEER,3900,DR,37416-3817,,1 - New Business,,,
DECK-OVER,06/10/2015,CHATTANOOGA,TN,,SPYGLASS,6928,CT,37416,,1 - New Business,,,
CREEK SIDE STYLING SALON/ALICE OWSLEY,11/08/2011,CHATTANOOGA,TN,,SHALLOWFORD,7511,RD,37421,,1 - New Business,35.0394204890001,-85.142595088,"(35.0394204890001, -85.142595088)"
KRYSTAL COMPANY #16,12/15/1989,CHATTANOOGA,TN,,SHALLOWFORD,7304,RD,37421,,1 - New Business,35.041225066,-85.1533830509999,"(35.041225066, -85.1533830509999)"
COMPUTER INOV8TIONS,08/14/2014,CHATTANOOGA,TN,,UPTAIN,5708,RD,37411,,1 - New Business,35.00883717,-85.2114230029999,"(35.00883717, -85.2114230029999)"
THE FIREPLACE SERVICE CENTER LLC,09/02/2015,CHATTANOOGA,TN,,VARIOUS LOCATIONS,,,37402,,1 - New Business,,,
WALGREENS #06143,03/16/2001,CHATTANOOGA,TN,,BROAD,3550,ST,37409,,1 - New Business,35.013485503,-85.326057657,"(35.013485503, -85.326057657)"
FOX LOT,07/01/2011,CHATTANOOGA,TN,E,8TH,215,ST,37402,,1 - New Business,,,
CARTER DISTRIBUTING COMPANY INC,,CHATTANOOGA,TN,,BROAD,1305,ST,37402-4408,,1 - New Business,,,
CORTES AC CLEANING SERVICE,03/01/2014,CHATTANOOGA,TN,,AIRPORT,900,RD,37421,,1 - New Business,35.0289855620001,-85.19507834,"(35.0289855620001, -85.19507834)"
COMPLETE CLEAN JANITORIAL,02/24/2014,CHATTANOOGA,TN,,TACOA,5228,CIR,37411,,1 - New Business,35.0120603670001,-85.2201206839999,"(35.0120603670001, -85.2201206839999)"
THRIVE STUDIO,05/18/2015,CHATTANOOGA,TN,,DAYTON,1096,BLVD,37405,,1 - New Business,35.076055071,-85.319012479,"(35.076055071, -85.319012479)"
UP'S PRIVATE INVESTIGATION SERVICE,07/01/1996,CHATTANOOGA,TN,,BONNY OAKS,4717,DR,37416,,1 - New Business,35.0749146150001,-85.195043334,"(35.0749146150001, -85.195043334)"
CALL ME CLEAN,01/05/2009,CHATTANOOGA,TN,,VARIOUS LOCATIONS,999,,37402,,1 - New Business,,,
MODERN SYSTEMS INC,10/01/2012,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,00000,,1 - New Business,,,
ERLANGER PHARMACY,11/15/2004,CHATTANOOGA,TN,,GUNBARREL,1751,RD,37421,,1 - New Business,35.0222722170001,-85.161177015,"(35.0222722170001, -85.161177015)"
LAKESHORE EMBROIDERY,06/28/2006,CHATTANOOGA,TN,,LAKE RESORT,5600,TER,37415-7547,,1 - New Business,35.1089640800001,-85.2169312089999,"(35.1089640800001, -85.2169312089999)"
SOUTHERN DAY PROPERTIES,09/14/2014,CHATTANOOGA,TN,,SYLVAN,332,ST,37405,,1 - New Business,35.071767261,-85.303234517,"(35.071767261, -85.303234517)"
SAWYER ALAN PLUMBING,01/29/1997,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,37401,,1 - New Business,,,
MADARIS DIGITAL IMAGES,11/17/2011,CHATTANOOGA,TN,,WAHEELA,24,RD,37404,,1 - New Business,34.9886997080001,-85.2757546779999,"(34.9886997080001, -85.2757546779999)"
RE/MAX RENAISSANCE REALTORS,09/04/2010,OOLTEWAH,TN,,SNOW HILL,5958,RD,37363,,1 - New Business,35.09119702,-85.065064779,"(35.09119702, -85.065064779)"
EL METATE,01/01/2015,HIXSON,TN,,HIXSON,5922,PIKE,37343,,1 - New Business,35.148653267,-85.20743228,"(35.148653267, -85.20743228)"
CHATTANOOGA EXTRUDED CURBS LLC,07/28/1999,CHATTANOOGA,TN,,HUDSON,6705,RD,37405,,1 - New Business,,,
PRO CHEMICAL PRODUCTS INC,05/30/1986,CHATTANOOGA,TN,E,13TH,702,ST,37408,,1 - New Business,,,
SOUTHERN BENEFIT SOLUTIONS,01/01/2014,CHATTANOOGA,TN,,GENTRY,756,RD,37421,,1 - New Business,34.9905865170001,-85.141603948,"(34.9905865170001, -85.141603948)"
THE MARKET 0225,05/06/2014,OOLTEWAH,TN,,HUNTER,5010,RD,37363,,1 - New Business,35.088029798,-85.071799313,"(35.088029798, -85.071799313)"
AUGUST CONSTRUCTION SOLUTIONS INC,08/05/2014,CHATTANOOGA,TN,,VARIOUS LOCATIONS,,,37402,,1 - New Business,,,
SIGNAL HEARING AID CENTER/STATEN INC,03/10/2010,CHATTANOOGA,TN,,CROMWELL,4295,RD,37421,,1 - New Business,35.0649988380001,-85.1966520129999,"(35.0649988380001, -85.1966520129999)"
AVENUE STORE #114,04/13/2012,CHATTANOOGA,TN,,GUNBARREL,2020,RD,37421,,1 - New Business,35.0300874210001,-85.153150862,"(35.0300874210001, -85.153150862)"
ST ELMO BODY SHOP CO,11/01/1988,CHATTANOOGA,TN,,ST ELMO,4000,AVE,37409,,1 - New Business,35.0085072360001,-85.327985387,"(35.0085072360001, -85.327985387)"
ECONO AUTO PAINTING & BODYWORKS,05/01/1996,CHATTANOOGA,TN,,COWART,2000,ST,37408,,1 - New Business,,,
ELFORD INC,12/26/2011,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,37402,,1 - New Business,,,
INK SPOT,04/01/2012,CHATTANOOGA,TN,,BARBARA,314,CIR,37411,,1 - New Business,35.009248051,-85.232619778,"(35.009248051, -85.232619778)"
ALICIA FARRIS,04/01/2013,CHATTANOOGA,TN,,MARKET ST #200,1467,,37408,,1 - New Business,35.0366126270001,-85.307419882,"(35.0366126270001, -85.307419882)"
SENSIBLE AIR,07/01/2013,CHATTANOOGA,TN,,GUNBARREL,1920,RD,37421,,1 - New Business,35.0273645,-85.154662429,"(35.0273645, -85.154662429)"
METRO ROOFING & METAL SUPPLY CO INC,03/01/2011,CHATTANOOGA,TN,,CRUTCHFIELD,1805,ST,37406,,1 - New Business,35.0663038970001,-85.2583094079999,"(35.0663038970001, -85.2583094079999)"
KIRK'S CATERING SERVICE,07/29/1991,CHATTANOOGA,TN,S,HIGHLAND PARK,2103,AVE,37404,,1 - New Business,,,
COLLECTIVE CLOTHING,04/01/2015,CHATTANOOGA,TN,,FRAZIER,40,AVE,37405,,1 - New Business,35.062342808,-85.307121737,"(35.062342808, -85.307121737)"
WATCH BATTERIES & GOLD,07/01/2011,CHATTANOOGA,TN,,HIGHWAY 58,4827,,37416,,1 - New Business,35.0912258170001,-85.18458293,"(35.0912258170001, -85.18458293)"
SUNNY STOPS VARIETY MARKET,02/01/2011,CHATTANOOGA,TN,,TUNNEL,609,BLVD,37411,,1 - New Business,35.0374508150001,-85.240662226,"(35.0374508150001, -85.240662226)"
ALL STAR PLUMBING,01/04/2012,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,00000,,1 - New Business,,,
LORI'S GIFTS #131,04/27/1999,CHATTANOOGA,TN,,MCCALLIE,2333,AVE,37404,,1 - New Business,35.034733864,-85.267614438,"(35.034733864, -85.267614438)"
BAR LOUIE,04/30/2012,CHATTANOOGA,TN,,HAMILTON PLACE,2100,BLVD,37421,,1 - New Business,35.0345349300001,-85.158710836,"(35.0345349300001, -85.158710836)"
RUBBER RECOVERY SOLUTIONS LLC,02/13/2006,CHATTANOOGA,TN,,CHEROKEE,701,BLVD,37405,,1 - New Business,35.0700665890001,-85.3181584439999,"(35.0700665890001, -85.3181584439999)"
ANNE. LAINE THE GALERIES ON WILLIAMS,06/01/2014,CHATTANOOGA,TN,,WILLIAMS,1403,ST,37408,,1 - New Business,35.0380951820001,-85.308920241,"(35.0380951820001, -85.308920241)"
WALDENS RIDGE WHITEWATER.COM,06/01/2010,CHATTANOOGA,TN,,WILLIAMS,1606,ST,37408,,1 - New Business,35.0355166940001,-85.309867589,"(35.0355166940001, -85.309867589)"
JUST CHILL INC,11/01/2010,CHATTANOOGA,TN,,M L KING,423,BLVD,37403,,1 - New Business,35.0440847990001,-85.3033830969999,"(35.0440847990001, -85.3033830969999)"
HI TEC SIGNS LLC,10/01/2010,CHATTANOOGA,TN,,INTERNATIONAL,6001,DR,37421,,1 - New Business,35.063775881,-85.19325355,"(35.063775881, -85.19325355)"
GENTER RICHARD ENT,12/07/1997,CHATTANOOGA,TN,,AIRWAYS,6172,BLVD,37421,,1 - New Business,35.030564337,-85.187892892,"(35.030564337, -85.187892892)"
DIXIE METAL CRAFT,01/01/2011,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,37402,,1 - New Business,,,
LYNN'S PLAY PEN,05/27/2014,CHATTANOOGA,TN,E,28TH,1409,ST,37404,,1 - New Business,,,
DAVACO INC,10/01/2009,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,37402,,1 - New Business,,,
S & K COMMERICIAL EQUIPMENT REPAIR,02/28/2014,HIXSON,TN,,LEAFWOOD,505,DR,37343,,1 - New Business,35.146265913,-85.2633921619999,"(35.146265913, -85.2633921619999)"
STANSELL ELECTRIC COMPANY INC,01/20/2009,NASHVILLE,TN,,VISCO,860,DR,37210,,1 - New Business,,,
PIC AVIATION LLC,10/01/2006,CHATTANOOGA,TN,,WILLOW GLEN,321,RD,37421,,1 - New Business,34.987081882,-85.166948818,"(34.987081882, -85.166948818)"
PUBLIX TENNESSEE LLC 1244,12/03/2008,OOLTEWAH,TN,,SNOW HILL,5958,RD,37363,,1 - New Business,35.09119702,-85.065064779,"(35.09119702, -85.065064779)"
N-V COMPANY,06/01/2012,CHATTANOOGA,TN,,WILCOX,1725,BLVD,37406,,1 - New Business,35.0551778440001,-85.2670283689999,"(35.0551778440001, -85.2670283689999)"
SCHMITT CONSTRUCTION,10/01/2008,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,37402,,1 - New Business,,,
GLAM SLAM JEWELRY & CONSIGNMENT,11/01/2005,CHATTANOOGA,TN,,HIXSON,3973,PIKE,37415,,1 - New Business,35.1138812350001,-85.2609642,"(35.1138812350001, -85.2609642)"
D & N HEATING  AIR,11/10/2007,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,37402,,1 - New Business,,,
ANOINTED CUTS,05/03/2010,CHATTANOOGA,TN,,KIRKLAND,3520,AVE,37410,,1 - New Business,35.008850266,-85.311299353,"(35.008850266, -85.311299353)"
STONE CUP CAFE,01/01/2013,CHATTANOOGA,TN,,FRAZIER,208,AVE,37405,,1 - New Business,35.062155546,-85.30634151,"(35.062155546, -85.30634151)"
INTEGRITY LAWN CARE,07/01/2012,CHATTANOOGA,TN,,GREENS,1152,RD,37421,,1 - New Business,35.006568799,-85.14078638,"(35.006568799, -85.14078638)"
CIRCLE K,09/14/2015,CHATTANOOGA,TN,,SHALLOWFORD,6003,RD,37421,,1 - New Business,35.054361532,-85.1882092559999,"(35.054361532, -85.1882092559999)"
JORDAN CONSTRUCTION,10/01/2009,CHATTANOOGA,TN,,LYNNOLEN,227,LN,37415,,1 - New Business,35.150561709,-85.2777572909999,"(35.150561709, -85.2777572909999)"
PALETERIA Y NEVERIA COLONIAL,06/30/2012,CHATTANOOGA,TN,,LEE,5813,HWY,37421,,1 - New Business,35.022079423,-85.199876438,"(35.022079423, -85.199876438)"
THAI SMILE 3,06/11/2005,CHATTANOOGA,TN,,MARKET,219,ST,37402,,1 - New Business,35.0540978830001,-85.309912617,"(35.0540978830001, -85.309912617)"
AMERICAN ENGINEERED SOLUTIONS LLC,06/11/2013,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,37402,,1 - New Business,,,
CORNERSTONE CONSTRUCTION GROUP,03/30/2004,CHATTANOOGA,TN,,DALLAS,1014,RD,37405,,1 - New Business,35.0750156620001,-85.304123921,"(35.0750156620001, -85.304123921)"
LUPI'S PIZZA PIES,09/26/2006,CHATTANOOGA,TN,,JENKINS,1414,RD,37421,,1 - New Business,35.0082303950001,-85.15239005,"(35.0082303950001, -85.15239005)"
FAITH MARKET LLC,02/18/2011,CHATTANOOGA,TN,,BRAINERD RD,3709,,37411,,1 - New Business,35.0228921990001,-85.2432429149999,"(35.0228921990001, -85.2432429149999)"
GLAD (GOD'S LITTLE ANGELS DAYCARE),02/03/2016,CHATTANOOGA,TN,,TOWERWAY,3056,DR,37406,,1 - New Business,35.066893775,-85.2301857429999,"(35.066893775, -85.2301857429999)"
BRUCE CHESNUT CONSTRUCTION,05/11/1998,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,37402,,1 - New Business,,,
PROFESSIONAL INDUSTRIAL TIRE CO,,CHATTANOOGA,TN,,RIVERSIDE,1532,DR,37406,,1 - New Business,35.0554077730001,-85.2793423159999,"(35.0554077730001, -85.2793423159999)"
BIG K LIQUOR STORE,11/08/1994,CHATTANOOGA,TN,,DODSON,909,AVE,37406,,1 - New Business,35.046385636,-85.263667458,"(35.046385636, -85.263667458)"
"BEZALEL TECHNOLOGIES, INC.",01/01/2013,CHATTANOOGA,TN,S,SWEETBRIAR,12,AVE,37411,,1 - New Business,,,
JANELLE COVINGTON,01/14/2009,CHATTANOOGA,TN,,MTN CREEK,900,RD,37405-4546,,1 - New Business,35.102685137,-85.3252078199999,"(35.102685137, -85.3252078199999)"
GLOBAL GLASS RAILINGS,08/01/2013,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,00000,,1 - New Business,,,
"WDB CONTRACTING, LLC",11/20/2009,CHATTANOOGA,TN,,FISK,6000,AVE,37421,,1 - New Business,35.0389278110001,-85.1890403639999,"(35.0389278110001, -85.1890403639999)"
APPALACHIAN ELECTRIC INC,03/22/2001,CHATTANOOGA,TN,,VARIOUS LOCATIONS,9999,,37402,,1 - New Business,,,
MCKINNLEY EXCAVATING,01/01/2011,CHATTANOOGA,TN,W,21ST,411,ST,37408,,1 - New Business,,,
FORMAN POTTERY,01/01/2012,CHATTANOOGA,TN,,QUARRY VIEW,4137,,37415,,1 - New Business,35.1371554670001,-85.304992877,"(35.1371554670001, -85.304992877)"
MASTERWEAVE COMMERCIAL LLC,09/24/2010,CHATTANOOGA,TN,,EAST BRAINERD,8000,RD,37421,,1 - New Business,,,
SERENITY NAILS,04/01/2010,CHATTANOOGA,TN,,HIXSON,5928,PIKE,37343,,1 - New Business,35.1476407810001,-85.207842262,"(35.1476407810001, -85.207842262)"
MARCON SERVICES,10/15/2006,CHATTANOOGA,TN,,DORSEY,5223,ST,37410,,1 - New Business,34.9898910210001,-85.318034261,"(34.9898910210001, -85.318034261)"
SERENE SALON SPA,02/10/2010,CHATTANOOGA,TN,,LEE,6219,HWY,37421,,1 - New Business,35.031999091,-85.184749363,"(35.031999091, -85.184749363)"
AMERICAN TIRE DISTRIBUTORS,02/25/2013,CHATTANOOGA,TN,,DISCOVERY,7150,DR,37416,,1 - New Business,35.0716939330001,-85.14568402,"(35.0716939330001, -85.14568402)"
BUFFALO SHACK,04/04/1995,CHATTANOOGA,TN,,TUNNEL,1506,BLVD,37411,,1 - New Business,35.0467796980001,-85.237225856,"(35.0467796980001, -85.237225856)"
